title,publishedAt,sentiment
Elon Musk and Vivek Ramaswamy will lead new Department of Government Efficiency in Trump administration,2024-11-13,Neutral
Musk to Lead New Government Department for Trump. Tesla Stock Should Be OK,2024-11-13,Positive
My 3 years at Tesla were the best and worst of my life,2024-11-13,Positive
Trump appoints Elon Musk to new US government role,2024-11-13,Neutral
"1 AI Stock May Be Worth More Than Apple, Microsoft, Amazon, and Tesla Combined by 2030, According to a Wall Street Analyst",2024-11-13,Neutral
"Top 20 best-selling EVs in Malaysia, YTD Oct 2024 – BYD, Tesla dominate top 5, Taycan ahead of BMW i4, i7",2024-11-13,Positive
Musk has powerful influence on Trump – media,2024-11-13,Positive
Trump taps billionaire Musk to overhaul government,2024-11-13,Positive
Triumphant Trump Returns To White House To Meet Biden,2024-11-13,Neutral
Dinner at Mar-a-Lago Is for Power Games,2024-11-13,Neutral
Democrats Are Letting a Vital Chance to Protect Workers Slip Away,2024-11-13,Positive
Elon Musk's grip on politics is stronger than ever,2024-11-13,Positive
'Ultimate Corporate Corruption': Trump Announces Musk-Led Department to Gut Regulations,2024-11-13,Neutral
Trump confirms Musk and Ramaswamy will lead ‘DOGE’ agency to drive out wasteful spending,2024-11-13,Positive
Parabolic Spike In The Cards For Dogecoin As Trump Confirms Elon Musk To Lead D.O.G.E. Agency,2024-11-13,Negative
Elon Musk renews calls to defund NPR after clip of CEO resurfaces on X: 'Your tax dollars' are paying for this,2024-11-13,Neutral
"Drivers are being 'ill-served by underwhelming EVs,' says boss of Tesla rival Lucid",2024-11-13,Neutral
"Stock exposure hits 11-year high as investors expect US equities to be the top-performing asset in 2025, BofA survey says",2024-11-13,Positive
Trump's DOGE gift to Elon Musk is basically just a consulting gig,2024-11-13,Neutral
Cybertruck owners face another recall — and this one's likely to be a hassle,2024-11-13,Negative
Own a Cybertruck? First: Ha ha. Second: you may want to rethink putting a wrap or lettering stickers on it [Amusing],2024-11-13,Neutral
Why is Elon Musk becoming Donald Trump's efficiency tsar?,2024-11-13,Neutral
Tesla’s meme-like stock surge leaves Wall Street feeling wary,2024-11-13,Negative
Is Rivian Stock A Buy Or A Sell With $5.8 Billion Volkswagen Joint Venture Finalized?,2024-11-13,Neutral
I Shall Never Die,2024-11-13,Neutral
Draining the Swamp? Trump's Shock Cabinet Appointments of Elon Musk and Vivek Ramaswamy Spark 'Conflict of Interest' Worries,2024-11-13,Negative
"Elon Musk pledges ‘maximum transparency’ in new DOGE role, complete with suggestion box and leaderboard for worst examples of government waste",2024-11-13,Neutral
Bitcoin Miners Announced Mixed Results After Postelection Crypto Rally,2024-11-13,Negative
CATL chairman is open to a US battery plant as long as Trump lets China join its EV supply chain,2024-11-13,Neutral
China Unveils Quadruped Robot That Can Cross Rough Terrain at High Speeds,2024-11-13,Neutral
VinFast Ready To Burn Through Another $2.1 Billion Of Its Founder’s Money,2024-11-13,Neutral
Trump makes a victor’s return to Washington to meet with Biden and GOP lawmakers,2024-11-13,Neutral
Election 2024 Live Updates: Biden and Trump To Meet at White House,2024-11-13,Neutral
UK’s The Guardian stops posting on ‘toxic media platform’ X,2024-11-13,Neutral
"Musk to join Trump at meeting with House Republicans, reports say",2024-11-13,Neutral
Elon Musk will attend Trump's first post-election meeting with House Republicans in D.C.,2024-11-13,Neutral
Stock market today: Indexes edge higher after tame October inflation report,2024-11-13,Positive
Spatiotemporal integration of contextual and sensory information within the cortical hierarchy in human pain experience,2024-11-13,Neutral
"Elon Musk's own AI Grok thinks he spreads misinformation. 'Yes, there is substantial evidence and...'",2024-11-13,Positive
US stocks edge higher after inflation data keeps Fed rate-cut hopes intact,2024-11-13,Positive
Why the Guardian is no longer posting on X (Elon helped Trump win),2024-11-13,Neutral
"WATCH LIVE: Trump returns to Washington, meeting Biden at the White House and more",2024-11-13,Neutral
‘SNL’s Chloe Fineman ‘Burst into Tears' After Elon Musk Said Her Sketches Weren’t Funny,2024-11-13,Neutral
Tesla Cybertruck Gets 6th Recall Over Sudden Loss of Drive Power,2024-11-13,Negative
UK's Guardian Newspaper Quits Elon Musk's X After Trump Victory over 'Far-Right Conspiracy Theories and Racism',2024-11-13,Negative
"Tesla recalls over 2,000 Cybertrucks to replace inverter that cause loss of power",2024-11-13,Negative
Tesla issues sixth Cybertruck recall in a year | TechCrunch,2024-11-13,Negative
Elon Musk may already be overstaying his welcome in Trump’s orbit,2024-11-13,Neutral
Early Black Friday Amazon Deal Slashes Over 50% Off This EcoFlow Portable Power Station,2024-11-13,Neutral
"Grab built its own map in Southeast Asia, and is now going after Google",2024-11-13,Neutral
Non-US stocks have seen their sharpest sell-off since August on fears over Trump's tariffs,2024-11-13,Negative
Republicans choose John Thune as next Senate majority leader,2024-11-13,Neutral
Tesla Recalls Cybertruck for Sixth Time This Year,2024-11-13,Neutral
Dogecoin is soaring after Trump made Elon Musk's DOGE dreams come true,2024-11-13,Neutral
Fiery Tesla Crash Traps And Kills Four After Electric Doors Couldn’t Open,2024-11-13,Neutral
Tesla Cybertruck Recalled For Sixth Time Since Launch,2024-11-13,Negative
"Cathie Wood Is Selling Tesla and Buying This ""Magnificent Seven"" Stock Instead",2024-11-13,Neutral
"Tesla Cybertruck hit with sixth recall this year, this time over a bad inverter",2024-11-13,Negative
Hyundai confirms IONIQ 9 SUV debut date while teasing first look at its ‘lounge-like’ interior,2024-11-13,Neutral
Euthanized Peanut the squirrel tests negative for rabies,2024-11-13,Negative
Lucid Pitches California's Highway Patrol On Giving Its EVs A Chance To Become Cruisers,2024-11-13,Neutral
The Guardian stops posting on 'toxic media platform' X,2024-11-13,Neutral
Dow Jones Rises As Nvidia-Backed AI Stock Dives; SMCI Falls Further As Deadline Looms (Live Coverage),2024-11-13,Neutral
Sputnik's Fact-Check: Is Trump's White House Chief of Staff a Big Pharma Lobbyist?,2024-11-13,Neutral
Bitcoin Meditations,2024-11-13,Neutral
The Guardian says its quitting X due to its 'toxic' nature,2024-11-13,Negative
The Guardian newspaper quits 'toxic' X,2024-11-13,Neutral
"Musk Did Not Ban Stephen King from X, Contrary to Online Claims",2024-11-13,Neutral
"EV newcomer Xiaomi rolls its 100,000th SU7 off its assembly line… in a mere 230 days",2024-11-13,Neutral
October inflation numbers meet forecast,2024-11-13,Positive
"Stock market today: Dow, S&P 500, Nasdaq trade mixed as inflation print keeps Fed rate cut on track",2024-11-13,Neutral
Lara Trump is the top choice to replace Marco Rubio as Florida senator: ‘She needs to make a decision’,2024-11-13,Neutral
Nuclear Company Reports Earnings Fresh Off Regulators Rejecting Amazon Deal,2024-11-13,Neutral
Trump returns to White House for meeting with Biden,2024-11-13,Neutral
Elon Musk is looking to cut government waste. Here's what the US spends money on right now.,2024-11-13,Neutral
"Tax tips for Cybertruck owners: you can claim depreciation on the service bay at the Tesla dealer as a ""detached garage"", and claim your monthly mileage back and forth for recall repairs [Fail]",2024-11-13,Neutral
Zoom addressed two high-severity issues in its platform,2024-11-13,Neutral
Trump makes triumphant post-election return to DC with Elon Musk,2024-11-13,Neutral
"Bitcoin climbs above $91,000 for the first time as investors digest postelection gains, inflation data",2024-11-13,Positive
"Donald Trump picks Elon Musk, Vivek Ramaswamy to lead 'dept of govt efficiency'",2024-11-13,Neutral
Explained: How Musk's US Government Efficiency Panel Might Work,2024-11-13,Neutral
"Power Transition Will Be ""As Smooth As You Can Get"", Says Trump",2024-11-13,Positive
Elon Musk tops Fortune's 100 Most Powerful People in Business list; Reliance's Mukesh Ambani at 12th spot,2024-11-13,Positive
"Donald Trump And Joe Biden Meet At White House, Commit To Smooth Transition Of Power",2024-11-13,Neutral
Elon Musk responds to claim he made SNL star cry when he hosted the show,2024-11-13,Neutral
Ahead of Market: 10 things that will decide stock action on Thursday,2024-11-13,Neutral
How Elon Musk's US government efficiency panel might work,2024-11-13,Neutral
Vivek Ramaswamy's journey from bright son of immigrants to being Donald Trump's pick,2024-11-13,Neutral
Trump makes a victor's return to Washington to meet with Biden and GOP lawmakers,2024-11-13,Neutral
"Tesla is recalling 2,431 Cybertrucks, and this time there’s no software fix",2024-11-13,Negative
Dogecoin surges after Trump announces Elon Musk-led agency,2024-11-13,Positive
"Watch: Trump Makes His 'Triumphant Return' to Washington, DC",2024-11-13,Neutral
Beijing Has Already Prepared for Trump’s Return,2024-11-13,Neutral
"The 'Doge' dog meme that Elon Musk loves, explained in 1 minute",2024-11-13,Neutral
Tesla Issues Sixth Cybertruck Recall This Year,2024-11-13,Negative
How Elon Musk Rebranded Trump,2024-11-13,Neutral
Nelson Peltz Says He Played “Matchmaker” For Elon Musk And Donald Trump; Blames “Index Funds” For Losing Disney Proxy Battle,2024-11-13,Neutral
Tesla to recall thousands of Сybertrucks,2024-11-13,Neutral
"DoorDash Driver Was Seen Making Deliveries In A Tesla Cybertruck. – ‘A $120,000 vehicle doing DoorDash? I’ve seen it all.’",2024-11-13,Neutral
"If Elon Musk Joins the Government, What Will He Have to Disclose About His Wealth?",2024-11-13,Neutral
Trump Appoints Elon Musk To New DOGE Office For Cutting Wasteful Government Expenses,2024-11-13,Neutral
Inside Elon Musk’s Role on Trump’s Transition,2024-11-13,Neutral
"Heybike Cityrun e-bike $600 off for Black Friday, ENGWE E26 e-bike hits new $849 low, Segway Ninebot, EGO Power+, more",2024-11-13,Neutral
"The Guardian to stop posting on X, calling it ""a toxic media platform""",2024-11-13,Neutral
I sat inside an Afeela and I am so ready for this Sony Honda Mobility EV future,2024-11-13,Neutral
Joe Rogan and the Fifth Estate: How the Podcaster and a Group of Cable News Exiles Became More Powerful Than Traditional Media,2024-11-13,Positive
Will Elon Musk be able to cut $2 trillion from US government spending?,2024-11-13,Positive
Elon Musk had no business joining a call between these heads of state,2024-11-13,Neutral
gets positive forecast from Jim Cramer: “That one has legs”,2024-11-13,Positive
What Elon Musk and Vivek Ramaswamy could abolish in the name of government efficiency,2024-11-13,Neutral
Tesla initiates sixth Cybertruck recall in a year,2024-11-13,Neutral
‘First Buddy’: Musk takes unusual star role with Trump,2024-11-13,Neutral
Trump’s second term will have enormous implications for Big Tech. Here's why.,2024-11-13,Negative
2:00PM Water Cooler 11/13/2024,2024-11-13,Neutral
"Guest who does not want to go home? Reports say, post Donald Trump victory in U.S election, Elon Musk hasn't left Mar-a-Lago",2024-11-13,Neutral
Donald Trump Appoints Elon Musk & Vivek Ramaswamy To Head “DOGE” Office To Cut “Wasteful” Government Spending,2024-11-13,Neutral
Elon Musk and Dogecoin: How the Billionaire Became the 'Dogefather',2024-11-13,Neutral
"Prosecutor failed to show that Musk’s $1M-a-day sweepstakes was an illegal lottery, judge says",2024-11-13,Negative
What’s up with all those Elon Musk First Lady memes?,2024-11-13,Neutral
Elon Musk and Donald Trump to fallout in the future? CNN contributor says the President elect may not be willing to share spotlight with Tesla CEO,2024-11-13,Negative
"DOGE dynamic duo Elon Musk, Vivek Ramaswamy could slash government jobs with private sector methods",2024-11-13,Neutral
John Thune elected Senate majority leader,2024-11-13,Neutral
"Elon Musk, The Graphic Novel You Can Only Read In French",2024-11-13,Neutral
ag2 0.3.2,2024-11-13,Neutral
What to Expect From Elon Musk’s Government Makeover,2024-11-13,Neutral
Donald Trump Makes White House Senior Staff Announcements: 'Best in Class',2024-11-13,Positive
Trump Team Reportedly Getting Fed Up With Elon Musk's Weird Behavior,2024-11-13,Neutral
"Tesla now has ready-to-deliver Cybertruck inventory, demand issues?",2024-11-13,Negative
Bull doge! Dogecoin soars as Trump announces a government efficiency group nicknamed DOGE,2024-11-13,Neutral
"Honda Prologue, Chevy Equinox bump EV incentives to new record",2024-11-13,Positive
Don Lemon Not Worried About Elon Musk's Influence on Donald Trump,2024-11-13,Neutral
Why Musk supports Trump getting rid of EV tax credits,2024-11-14,Neutral
Trump Media Execs Dumped Millions in Stock After the Election,2024-11-14,Negative
"The founder-CEO of Xiaomi is taking a leaf out of Elon Musk's Tesla playbook, posting a picture of himself taking a nap on the factory floor",2024-11-14,Neutral
Exploring Trump-Musk bromance: Can the two powerful personalities stay connected?,2024-11-14,Positive
Judge explains why he handed Elon Musk his $1 million-a-day sweepstakes win,2024-11-13,Neutral
"'Big Short' investor Michael Burry boosts Alibaba, Baidu, and JD.com bets as he doubles down on China",2024-11-14,Positive
Trump Now Has Control Of Tesla Full Self-Driving Safety Probe,2024-11-14,Neutral
"Teslogic Brings Android to Your Tesla, Already Fully Funded (Updated)",2024-11-14,Neutral
Watch A Drag Race Between (3 Of) The Quickest Production Cars On Earth,2024-11-13,Negative
Trump’s transition team aims to kill Biden EV tax credit in US: Report,2024-11-14,Neutral
Elon Musk's promise of an 'epic' leaderboard of 'dumb' government spending reveals his marketing savvy,2024-11-13,Positive
"Tesla is now worth more than GM, Ford, Toyota, and other car companies — combined",2024-11-13,Neutral
"Rivian, Lucid, and Tesla stocks fall as Trump plans to kill the EV tax credit",2024-11-14,Negative
An elite hedge fund slashed its Nvidia and Tesla bets last quarter — and boosted its GameStop stake,2024-11-14,Positive
"Tesla is new pick for Daniel Loeb’s Third Point, as hedge fund ditches Uber",2024-11-14,Neutral
One Big Loser of Trump’s Second Term: Elon Musk,2024-11-14,Negative
Some experts raise concerns over Musk and Ramaswamy's government efficiency roles,2024-11-14,Negative
Tesla Model 3 Performance Vs. BMW M3 Competition – Can Endurance Mode Make Tesla the New Champ?,2024-11-14,Neutral
Elon Musk Bought Ford?,2024-11-14,Neutral
Donald Trump Puts Biking And Busses On The Chopping Block,2024-11-14,Neutral
"Tesla Stock Price Levels to Watch After Post-Election Surge, Musk's DOGE Appointment",2024-11-13,Neutral
"Tesla Recalls Over 2,400 Cybertrucks Due To Inverter Problems",2024-11-14,Negative
"Why Dogecoin Now Has a Larger Market Cap Than Ford, Delta, and General Mills",2024-11-13,Neutral
Nelson Peltz Says That He Connected Elon Musk With Donald Trump: “I Was a Matchmaker”,2024-11-13,Neutral
"Tesla, Rivian, and Lucid stocks are fallling as Trump plans to kill Biden's EV tax credit",2024-11-14,Negative
"Rivian, Tesla Slide on Report Trump Plans to Nix EV Tax Credit",2024-11-14,Neutral
'Department of Government Efficiency' face roadblocks...,2024-11-14,Positive
